Sweden,29.80862298,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,29.71512923,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,28.65531112,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,27.44434605,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,27.3586791,,,,,,,,,,,,,,,,,,,,,,,,,,
Luxembourg,26.05213858,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,25.69812671,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,24.89658125,,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,24.28985461,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,24.17912566,,,,,,,,,,,,,,,,,,,,,,,,,,
France,23.56264134,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,23.32694556,,,,,,,,,,,,,,,,,,,,,,,,,,
Malta,23.07720408,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,23.01587519,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,22.44930402,,,,,,,,,,,,,,,,,,,,,,,,,,
Austria,22.38182173,,,,,,,,,,,,,,,,,,,,,,,,,,
Czechia,21.68792787,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,21.67416344,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,20.91462669,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,20.52738593,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,19.81237538,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,19.76866081,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,19.75935966,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,19.73430276,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,18.84335282,,,,,,,,,,,,,,,,,,,,,,,,,,
Algeria,18.70202791,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,18.64002396,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,18.10678929,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,17.99621434,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,17.71231001,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei Darussalam,17.68951185,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,17.40133454,,,,,,,,,,,,,,,,,,,,,,,,,,
Oman,17.32472037,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,16.86834608,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,16.63618569,,,,,,,,,,,,,,,,,,,,,,,,,,
Belarus,16.52806016,,,,,,,,,,,,,,,,,,,,,,,,,,
Maldives,16.10464471,,,,,,,,,,,,,,,,,,,,,,,,,,
Suriname,16.06977726,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,15.86390627,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (Benchmark),15.8518353,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,15.84133336,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,15.78128116,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,15.61502113,,,,,,,,,,,,,,,,,,,,,,,,,,
Thailand,15.51718678,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,15.40360448,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (Benchmark),15.35037674,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,15.28176669,,,,,,,,,,,,,,,,,,,,,,,,,,
High income (Benchmark),15.19241724,,,,,,,,,,,,,,,,,,,,,,,,,,
Uruguay,15.1066423,,,,,,,,,,,,,,,,,,,,,,,,,,
Bahrain,14.99423774,,,,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,14.88959657,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,14.85630654,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovak Republic,14.73089388,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,14.59652898,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,14.50180692,,,,,,,,,,,,,,,,,,,,,,,,,,
Botswana,14.34832967,,,,,,,,,,,,,,,,,,,,,,,,,,
Bhutan,14.33688962,,,,,,,,,,,,,,,,,,,,,,,,,,
"Taiwan, China",14.11969528,,,,,,,,,,,,,,,,,,,,,,,,,,
China,13.97754269,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,13.94174979,,,,,,,,,,,,,,,,,,,,,,,,,,
WORLD (Benchmark),13.76212,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,13.55857221,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,13.44062828,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,13.15167372,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabo Verde,12.98909626,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkiye,12.98721079,,,,,,,,,,,,,,,,,,,,,,,,,,
Upper middle income (Benchmark),12.86199621,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,12.76172282,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,12.69837435,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,12.66051455,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,12.63580724,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,12.58936864,,,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,12.5870045,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,12.50173908,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,12.31177256,,,,,,,,,,,,,,,,,,,,,,,,,,
Montserrat,12.29940181,,,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,12.2552943,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,12.23101972,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,12.22531747,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,12.07017709,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,11.99767091,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,11.97838854,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,11.95282374,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,11.71881633,,,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,11.49783208,,,,,,,,,,,,,,,,,,,,,,,,,,
West Bank and Gaza,11.4572368,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,11.3640347,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,11.27650332,,,,,,,,,,,,,,,,,,,,,,,,,,
Aruba,11.12177948,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,10.9473298,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,10.87384107,,,,,,,,,,,,,,,,,,,,,,,,,,
Bermuda,10.81238514,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,10.77654051,,,,,,,,,,,,,,,,,,,,,,,,,,
Panama,10.62226751,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,10.58037092,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,10.48357671,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean (Benchmark),10.25670532,,,,,,,,,,,,,,,,,,,,,,,,,,
North Macedonia,10.23900166,,,,,,,,,,,,,,,,,,,,,,,,,,
Azerbaijan,9.882173938,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,9.800696628,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,9.703755322,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicaragua,9.650542234,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,9.523343364,,,,,,,,,,,,,,,,,,,,,,,,,,
Peru,9.263248085,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,9.236721263,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,9.236311693,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,9.224019876,,,,,,,,,,,,,,,,,,,,,,,,,,
Zambia,9.15799799,,,,,,,,,,,,,,,,,,,,,,,,,,
North America (Benchmark),9.148620232,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominica,8.968325609,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyrgyz Republic,8.925166229,,,,,,,,,,,,,,,,,,,,,,,,,,
El Salvador,8.797446214,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,8.700372273,,,,,,,,,,,,,,,,,,,,,,,,,,
Paraguay,8.519786276,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,8.388597209,,,,,,,,,,,,,,,,,,,,,,,,,,
Senegal,8.365299125,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,8.328031074,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
U.S.A.,8.328031074,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,11.3640347,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,12.07017709,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,12.23101972,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,12.31177256,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkiye,12.98721079,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,13.55857221,,,,,,,,,,,,,,,,,,,,,,,,,,
China,13.97754269,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,14.50180692,,,,,,,,,,,,,,,,,,,,,,,,,,
Thailand,15.51718678,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,15.84133336,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,16.86834608,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,17.71231001,,,,,,,,,,,,,,,,,,,,,,,,,,
